1.382456961680972318e+00	-5.007044585011265481e-01	7.424592087437058563e-01	6.769197814782520473e-01	-3.826023257806545619e-01	1.427295806983456539e-01	-3.182375552745639324e-01	4.558803341281601473e-01	-1.925973259899554646e-01	-2.403519847095031692e-01	8.926299282324318823e-03	-1.665800815341780539e-01	3.403757594773431094e-01	-5.053121158301376176e-02	-8.529667158795398163e-02	9.582747072390429555e-01	-5.634630365068569319e-02	5.146136935866367501e-02	4.171289412763267701e-01	4.514272186645938434e-01	-2.341394555422546542e-01	4.189696889188028184e-01	3.414075054701209977e-01	4.248366833884474614e-02	3.876144264138315365e-01	-1.289351482481174323e-02	-5.123957307762612434e-03	-4.995267820945143433e-01	-3.401355735158452798e-01	-1.631448990532513299e-01	2.760711686087939376e-01	-3.754037592108389609e-01	2.352991068308585842e-01	3.020831005350465559e-01	-3.964797509238219275e-01	2.794579890916147336e-01	-5.190254623280277091e-01	4.042898397346544881e-01	-5.151618801790807112e-01	-3.621242933237832640e-01	-2.042914239418132938e-01	-6.018904517035565949e-01	-4.474318795003242449e-02	-2.685467283160070107e-01	-2.893094967664754380e-01	-1.783776592593135646e-01	-1.686506935103270974e-02	-1.702744922644488512e-01	-1.257979528545179748e-01	-9.660691584195302273e-02
-5.007044585011264370e-01	1.293824195893574336e+00	-3.927866274829878157e-01	-1.561305646222419519e-01	1.670102555453886195e-01	-1.142899796909692053e-03	2.082640862697587858e-01	-3.542467827431165506e-01	2.322546636154924210e-02	2.935907356456558120e-02	-1.523757900647844735e-02	1.134607992055669951e-01	-2.455297217543546406e-01	-2.601618291573609132e-01	-1.476528432040530303e-02	-1.061104830971079938e-01	7.742780437506222024e-02	2.164565601453372068e-01	-2.687396715440828476e-01	2.922866290098197206e-01	1.657066643888646107e-01	-3.402594514976400863e-01	-2.040396003061595576e-01	5.553925028580728451e-01	3.494040547410741104e-01	-9.606709575211763719e-02	-2.656285974898464283e-02	2.697284507575754553e-01	2.632982112681970799e-01	5.630685444066192702e-02	-1.927792848373587609e-01	2.205373102169854438e-01	-3.022444521251299587e-01	-3.485233272550717909e-01	2.298306416136766950e-01	-1.878643004246801085e-01	3.948991359419652958e-01	-2.789574379347226629e-01	2.547136287854594450e-01	2.169606492312793067e-01	1.021989155915035141e-01	2.159899079011234624e-01	2.445830678794172208e-01	1.909851927408297567e-01	1.121924165301589338e-01	1.934263404775471151e-01	4.199229921513373404e-02	9.552647133337764662e-02	3.759143565860383757e-02	1.327529096165803169e-01
7.424592087437058563e-01	-3.927866274829878157e-01	1.292357860583829954e+00	6.838741382842243866e-01	-1.362657491099709128e-01	-6.379133868022845988e-02	-2.280307519702802765e-01	2.921773921459581702e-01	-2.059784765462549516e-01	-1.192765461507530773e-02	-5.318516828431354981e-02	-1.490967214870896618e-01	4.606755941825654843e-01	3.392335122838077699e-02	8.417561613770788154e-02	5.999411179277408523e-01	-1.385580769233682175e-01	-4.864979519259481078e-02	5.505948925532536120e-02	4.068262026715604995e-01	-1.777484634644501682e-01	5.086133264028209755e-01	1.213776121475499403e-01	2.792147659037124141e-01	4.819726074098300006e-01	-1.562195370491086845e-02	-6.947840037310280825e-02	-2.345568189397641001e-01	-2.472010878131548073e-01	-1.250477564159843402e-01	5.906855285882378626e-02	-2.123511221134267435e-01	1.994367765411308724e-01	2.871975939899578667e-01	-6.220061611774955340e-02	1.663201495849968847e-01	-2.706871330929523367e-01	1.574453209412012000e-01	-2.105932961642751622e-01	-1.958826463088000902e-01	-7.174940778700790445e-02	-2.319972588937292135e-01	-1.788026133892743064e-01	-2.200665530031385986e-01	-2.316760247950981344e-01	-2.222166425619689356e-01	-1.849963188333361361e-02	-1.575877383966825529e-01	-5.369430497054237389e-02	-1.230482403366910948e-01
6.769197814782520473e-01	-1.561305646222419519e-01	6.838741382842244976e-01	1.318793250210354984e+00	-3.028186119248985619e-01	-1.559739568512082467e-02	-2.240045921425890540e-01	4.914605429096832179e-01	-1.420299631288757525e-01	-1.197646682430887066e-01	2.168063971437421134e-01	-5.628530606570054245e-02	5.678417461104060537e-01	1.224051671417111520e-01	1.167683165341008300e-01	6.197531329992377325e-01	-2.254479206192113172e-01	-1.640693647860445858e-01	1.709555352025280972e-01	6.424792163855990168e-01	-8.458867795259308875e-02	5.899489931713323143e-01	1.270772630241937817e-01	3.443170562283602298e-01	6.551287364758056064e-01	-5.909301708640556094e-02	-1.907042787957032304e-01	-3.811268688269123239e-01	-2.566510226918531923e-01	-1.192112836921097596e-01	-1.037410696097194052e-01	-2.902049655664031835e-01	1.275864027474666595e-01	2.359001265726610730e-01	-2.486908622470642150e-01	1.491750937133532462e-01	-4.286795292033270810e-01	2.697093713377818891e-01	-3.172762076605650239e-01	-2.954245274772683838e-01	-1.118533666210804883e-01	-4.703779721521451629e-01	-2.335502817274936194e-01	-3.608260524928784685e-01	-2.609269605669914394e-01	-2.133045849198957622e-01	-2.164971147707104790e-02	-1.784318718864243147e-01	-1.141424884387766542e-01	-8.897175618170856393e-02
-3.826023257806545064e-01	1.670102555453886195e-01	-1.362657491099709128e-01	-3.028186119248986730e-01	1.071839681104089337e+00	9.612927437931474695e-02	1.138950163891710998e-01	-3.681824971152948267e-01	-7.855164252963592331e-02	4.309644323017376988e-01	1.210605436917684546e-01	3.131286660852932724e-01	-1.994211125061362277e-01	-1.189778924233731577e-01	2.950118077793279503e-01	-2.578532130673732436e-01	2.278552554401162555e-01	6.688413732973173820e-02	-5.040814086729474841e-01	-1.805350023973865681e-01	4.177361073494843535e-01	-1.857234496961514547e-01	-1.293730120648605431e-01	-2.602875599286743821e-02	-1.455405011498297485e-01	2.217385845428992142e-01	-9.192389354028254744e-02	3.459287704840317001e-01	3.184810145987775898e-01	-1.031235550540239576e-01	-4.063091003050212091e-01	-3.359685161378861418e-02	-1.706508732487423130e-01	-9.829354187449997060e-02	3.112481098820978898e-01	-1.709323519839245631e-01	3.626416041213820218e-01	-2.321137956903363275e-01	4.327540612614392268e-01	5.455364007994871478e-02	-1.088779741457296668e-01	3.681356311520854740e-01	-5.359026986128308245e-02	1.042237551163825854e-01	2.997738018507054947e-04	1.758880931626447333e-02	5.669018601301446802e-02	1.142697200774104270e-02	5.401098357471093708e-02	5.745173361707757442e-02
1.427295806983456539e-01	-1.142899796909687933e-03	-6.379133868022845988e-02	-1.559739568512081599e-02	9.612927437931471919e-02	1.015802062167162401e+00	-2.579813882737747033e-01	1.226220316130320342e-01	-2.463329192062634621e-01	3.281662495709530281e-01	1.776603731407411790e-01	4.104968492345744679e-01	-1.999433090695248993e-01	-2.036796493163265109e-01	2.396671980978530847e-01	2.278067480218971819e-01	-6.639586047389791149e-03	2.802647134918654359e-01	-2.110444817914877425e-01	7.610103255283039159e-02	4.925404006717006705e-02	1.084788253253385071e-01	8.552735971116209868e-02	-6.994501281002735160e-02	2.986079336828053113e-02	-2.281088458180359491e-01	-4.003695920656571983e-02	-5.926199688680372502e-02	5.377466773837662889e-02	-1.384655291260153687e-01	-1.460362019324225324e-01	-3.401778259532896032e-01	-8.933192565590355322e-03	9.285965406659854593e-02	-1.053142160055235976e-01	4.883059313314522254e-02	-1.632286499877014588e-02	1.343728401498929526e-01	-1.961323673294405878e-01	-3.362391751518328253e-01	-3.578611338069042080e-01	-2.009284797273509227e-01	-7.944572203949090694e-02	-1.175298775059709609e-02	-2.246621867779319826e-01	-3.351865748453993626e-02	7.120989656018916585e-03	-8.942137243488450932e-03	-6.997903443184511074e-02	1.165591313715363675e-01
-3.182375552745639324e-01	2.082640862697587858e-01	-2.280307519702802765e-01	-2.240045921425890540e-01	1.138950163891710998e-01	-2.579813882737747033e-01	1.051253600791209886e+00	-4.090519371243623442e-02	3.873003394252396148e-01	-7.851123188251059315e-02	2.616763395784114099e-01	-3.722425886535767336e-01	5.096060107743056143e-03	3.040491891750701087e-02	-5.123621220617599059e-01	-1.863215512815352137e-01	1.733221253074467560e-01	2.689616216845697183e-01	-1.298497348273632175e-02	-1.277182950080917867e-01	3.657832350238286456e-01	-3.671026245491660900e-01	-3.030579513999533403e-01	2.023809362974208700e-02	-1.056127455155403128e-01	-2.289750490285769324e-01	4.188324632576873041e-01	4.256407243666270879e-01	3.220358863500156765e-01	1.397093719334890072e-01	-1.128182361169412506e-01	3.663963963399162749e-01	-3.514454580869132982e-01	-3.924114289847749903e-01	-9.136560455724397622e-02	-3.174384684863379991e-01	1.873764957117053098e-01	-3.317811118287759542e-01	1.450644407291108717e-01	2.597625056184276748e-01	2.230653691214402878e-01	1.933630558671660393e-01	2.132267794582329290e-01	2.142032067490090008e-01	1.660946752278381067e-01	1.800967743332778648e-01	3.689358845098398426e-02	2.778254762424732863e-02	4.750500411720796207e-02	2.072739908915521498e-02
4.558803341281601473e-01	-3.542467827431165506e-01	2.921773921459581702e-01	4.914605429096832179e-01	-3.681824971152949377e-01	1.226220316130319510e-01	-4.090519371243620667e-02	1.248807572787401288e+00	2.237700639231605670e-01	-1.849937014623153075e-01	3.670030203688707804e-01	-3.326584918546586778e-01	5.887677389298310304e-01	3.927123034422355108e-01	-4.198576495067000286e-02	3.206383062415081864e-01	-2.038351218069742177e-01	-1.577212005177935361e-01	1.632920783791945996e-01	3.291081213351352286e-01	-7.021485011607861426e-02	4.251381851375873322e-01	-5.223496889260359488e-02	1.369084099034064035e-02	2.289706058168569369e-01	-1.938541877914408962e-01	1.494309360371112727e-01	-2.264144090569676915e-01	-7.986705249119212258e-02	5.232959385815522807e-02	3.997318371921405877e-02	-7.654403299314405107e-02	2.194432130041782530e-02	8.360401186682242525e-02	-2.673507062238544840e-01	7.787228560787125275e-02	-3.409493397324867003e-01	5.911184587413008742e-03	-3.309930953971003120e-01	-2.927087674384189486e-01	-6.994580904268418720e-02	-3.102329781308126866e-01	-2.155593075035532880e-01	-1.786647390516819117e-02	-1.949045288581597590e-01	-2.538752275061658126e-01	-6.057244512629162553e-02	-1.966660817661550487e-01	-6.884963474872714262e-02	-1.033323032142151460e-01
-1.925973259899554646e-01	2.322546636154924210e-02	-2.059784765462549516e-01	-1.420299631288757247e-01	-7.855164252963592331e-02	-2.463329192062634343e-01	3.873003394252396148e-01	2.237700639231605670e-01	1.040102031707843322e+00	-4.358275210581157855e-01	2.751792210367022817e-01	-3.613378689457705240e-01	3.825382376738731272e-02	2.772883855792834806e-01	-3.710000759449979535e-01	-1.426255322298851380e-01	-5.564955931318537469e-02	-3.631562442502573457e-02	2.942938434939444958e-01	-8.714493977130380320e-02	2.012639734077444620e-01	-1.488565172495636413e-01	-1.783837683186089706e-01	-7.013478197340403120e-02	-1.082597986716434396e-01	-1.090093420488503356e-01	3.540772299879076379e-01	1.473286214486872053e-02	1.467243667211942382e-01	1.229113028739879238e-01	1.239516700459104420e-01	3.283073992593065205e-01	-1.732031918629437228e-01	-2.831755363659562708e-01	-1.919346319017955216e-01	-2.214978355177527336e-01	-1.923696744425036631e-02	-1.601980879714004213e-01	2.575186975834086248e-02	1.374372371204060084e-01	2.023487388578139867e-01	6.009001664754639281e-03	1.331381566977667408e-01	1.277270773538605741e-01	1.735872069531242401e-01	9.283395150805441587e-02	-2.224041711162277196e-02	-6.256296299793341620e-02	2.433752358568958777e-03	-6.506839441164913307e-02
-2.403519847095031137e-01	2.935907356456558120e-02	-1.192765461507530947e-02	-1.197646682430886789e-01	4.309644323017376988e-01	3.281662495709530281e-01	-7.851123188251060703e-02	-1.849937014623153075e-01	-4.358275210581157855e-01	1.057609867165713924e+00	-4.017193116843294221e-02	4.593745216130698528e-01	-1.297679528055039333e-01	-3.400062912134613896e-02	5.182249163202661268e-01	-1.995948879826846545e-01	1.336259255491358544e-01	2.630869476982864753e-03	-5.047500520227490295e-01	-9.121875326168969733e-02	1.553599224374653531e-01	1.344315098762690064e-01	-2.902786194021590022e-02	-5.391384164552030095e-02	-7.685116131650994442e-02	1.236633895906192639e-02	-2.736531334962954420e-01	2.780477937980791459e-01	2.665200281556416584e-03	1.302947334122249445e-01	-3.454979472928155215e-01	-2.157019626471572138e-01	1.915765485049378269e-02	1.011965249110575171e-01	3.299854363340166130e-01	-7.281442671297326530e-02	1.901917754867375465e-01	-1.788861925418245777e-02	2.058948033937374744e-01	-1.103993556148015476e-01	-2.255628429102977395e-01	1.864309289132819181e-01	-2.669235792830259024e-01	-5.430546355384021501e-02	-1.543548645439577760e-01	-1.402795999634557367e-01	-1.442115934809123012e-03	-3.714198908257398696e-03	9.683096490433466819e-03	8.650026306017999378e-02
